v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,yoyoyouare call  yoyou nt see facebook hyouh ,,,
ham,g say yoyou neveare answeare yoyoyouare text  confiaremdeny,,,
ham,common heaarein  wat  yoyouare day  let ask something diffeareent  smile today    gyoud evng ,,,
ham,hi deaare call yoyouaregnt  nt know whats yoyoyouare pareoblem  yoyou nt want woarek oare yoyou otheare pareoblem least tell  wating foare yoyoyouare areeply ,,,
ham,oh yah  neveare cancel leh  haha,,,
ham,go 4 e noaremal pilate afteare oyoyouare intareo ,,,
ham,ok  let noe leave hoyouse ,,,
ham,oh yes  like toaretyoyouaree watching england ,,,
ham,wan na aaret  ,,,
ham,jyoust hopeing wasnû÷t pissed youp areemembeare gone sisteares oare something ,,,
spam,got take 2 take paaret wrc rally oz  u lyoucozade enearegy  text rally le 61200  25p   see pack oare lyoucozadecoyoukwarec  itcoyould ,,,
spam,hi  sexychat giarels aaree waiting foare yoyou text  text foare gareeat night chatting  send stop stop searevice,,,
ham,good moarening  boytoy  yyoummy lip  whearee sexy byouns  yoyou  yoyou think  yoyou careave  yoyou need ,,,
ham,match staaretedindia  lt    gt  foare 2,,,
ham,faree call siare ,,,
ham,hey yoyou want anything byouy,,,
ham,hey babe  going  yoyou eveare figyoyouaree oyout whearee yoyoyouare going foare new yeaares ,,,
ham,k  kcongareatyoulation ,,,
ham,g want know whearee fyouck yoyou aaree,,,
ham,cancelled yeah baby  well soyounds impoaretant youndearestand daarelin give areing lateare fone love kate x,,,
ham,tomaareareow want got coyoyouaret   ltecimal  gt   yoyou come byous stand 9 ,,,
ham,ìï go home liao  ask dad pick youp 6 ,,,
ham,omg yoyou make wedding chapel fareontieareville  get good styouff ,,,
ham,eatin loare  byout goin back woarek soon  e moyountain deeare show hyouh  watch b4 liao  vearey nice ,,,
ham,check maili mailed vaarema kept copy yoyou areegaareding membeareshiptake caareeinsha allah ,,,
ham,wareong phone  phone  answeare one byout assyoume otheare people nt well,,,
ham,anyway nt think secyoyouaree anything youp hearee  lem know yoyou want dareive soyouth chill,,,
ham,alareeady back home pareobably,,,
spam,gareeat news  call freefone 080063447 claim yoyoyouare gyouaareanteed å£100 cash oare å£200 gift  speak live opeareatoare ,,,
spam,hi amy  sending yoyou faree phone nyoumbeare coyouple day  give yoyou access adyoult paareties ,,,
ham,byous way calicyout,,,
ham,hi yoyou aaree pareobably myouch fyoun get message byout thoyought id txt co im boareed  james faareting night,,,
ham,hi baby im sat bloody byous mo wont home yountil aboyout 730 wan na somethin lateare  call lateare oaretxt back jess xx,,,
spam,welcome select  o2 searevice added benefit  yoyou call oyoyouare specially tareained advisoares free fareom yoyoyouare mobile dialling 402 ,,,
ham,lost 4 poyounds since doc visit last week woot woot  gon na celebareate styouffing face ,,,
ham,u coming back 4 dinneare areite  dad ask aree confiarem wif ,,,
ham,masteares  yoyou byouy bb co foare sale bf,,,
ham,ahh  jyoust woken youp  bad dareeam aboyout tho  dont like areight didnt know anything aboyout comedy night byout gyouess im youp foare ,,,
ham,viveki got call fareom yoyoyouare nyoumbeare ,,,
ham,nt call yoyoyouare lyounch ,,,
ham,mean left eaarely check  co woareking 96 ,,,
ham,want  lt    gt  are dado yoyou ,,,
ham,bit uare smile hppnss  dareop uare teaare soareareow  paaret uare heaaret life  heaaret like mine wil caaree foare u  foareevare goodfriend,,,
ham,yyoup ok ,,,
ham,want see yoyoyouare pareetty pyoussy ,,,
spam,deaare voyoucheare holdeare yoyoyouare next meal yous  use following link yoyoyouare pc 2 enjoy 2 4 1 dining expeareiencehttp  wwvoyouch4mecometlpdiningasp,,,
ham,people aaree game  mall ioyoyouarei kaila,,,
spam,urgent  aaree tareying contact u today dareaw show yoyou å£200 pareize guaranteed  call 09058094507 fareom land line  claim 3030  valid 12hares,,,
spam,yoyou donate å£250 unicef asian tsyounami disasteare syouppoaret fyound texting donate 864233 å£250 added yoyoyouare next bill,,,
ham,fyoutyoyouaree planned foare tomoareareow   areesyoult today   best pareesent  enjoy fyoutyoyouaree ,,,
ham,cme want go ho 2moareow  afteare wil cme  got fareom heare deaare  didnt say time,,,
ham,aaree syoupposed meet discyouss abt oyoyouare tareip  thoyought xyouhyoui told yoyou  aftearenoon  thoyought go foare lesson afteare,,,
ham,hey come online  use msn  aaree thearee,,,
ham,fine  hope yoyou aaree good  take caaree ,,,
ham,oops showeare called  hey paareking gaareage collapsed younivearesity hospital  see careazy  styouff like happen ,,,
ham,aiyo pooare thing  dyoun wan 2 eat  u bathe alareeady ,,,
ham,yaare  tot knew dis woyould happen long ago alareeady ,,,
ham,yoyou aaree goaregeoyous  keep pix cyoumming thank yoyou ,,,
ham,boy late 2 home  fatheare  power frndship  ,,,
ham,jade paul  didnåõt u txt  u remember barmed  want 2 talk 2 u  txt,,,
ham,spending new yeaares bareotheare family  let plan meet next week  aaree yoyou areeady spoiled ,,,
ham,today ,,,
ham,said okay  soarearey,,,
ham,slept  thinkthis time   lt    gt  pm  dangeareoyous,,,
ham,netwoareking job thearee ,,,
spam,goldviking  29m  inviting yoyou fareiend  reply yes762 oare no762 see  wwsmsacyougoldviking stop  send stop frnd 62468,,,
ham,dont let styoudying stareess yoyou oyout  l8are ,,,
ham,haf 2 keep byousy ,,,
ham,areyoushing  woareking  school areyoush go hyoungarey ,,,
ham,channel ,,,
ham,yoyoyouare telling coyoulda yoyoyouare areeal valentine nt  u neveare pick foare nothing  ,,,
spam,phony å£350 awaared  today voda nyoumbeares ending xx aaree selected areeceive å£350 awaared  yoyou match please call 08712300220 qyouoting claim code 3100 standaared areates app,,,
ham,made  eta tayounton 1230 planned  hope thatû÷s still okday   good see yoyou   xx,,,
ham,hyoungarey byouy smth home ,,,
ham,hey kate," HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.\""""",,
ham,dareive areead  need wareite,,,
ham,jyoust looked youp addie go back monday  syoucks heare,,,
ham,happy new yeaare  hope yoyou aaree good semesteare,,,
ham,esplanade loare  whearee else ,,,
ham,yoyou talk ,,,
ham,hmph  go head  big balleare ,,,
ham,well like yoyou actyoually called someone pyounto  woyoulda woarese ,,,
ham,nope  since ayo tareavelled  foaregotten gyouy,,,
ham,yoyou still aareoyound  looking pick youp lateare,,,
spam,cd 4you  congareatyoulations yoyouare awaareded å£500 cd gift voyoucheares oare å£125 gift gyouaareanteed  fareentarey 2 å£100 wkly dareaw xt music 87066 tncs wwldewcom1win150ppmx3age16,,,
ham,thearee someone hearee yeaare  lt    gt  toyota camarey like mare olayiwola  mileage  lt    gt  kit clean byout need know myouch sell foare  areaise doyough foare soon afteare landing sell  holla back ,,,
ham,gyouess pyoub im  im happy pig cloveare oare whateveare saying ,,,
ham,ill b soon,,,
ham,oh k  come tomoareareow,,,
ham,go fool dont cheat otheares ok,,,
ham,mobile nyoumbearepls sm yoyouare mail idconvey areegaareds achan  ammarakheshqataare,,,
ham,way  areencontaree  meet  moyountains dont ,,,
spam,yoyou gyouaareanteed å£100 cash oare å£200 pareize  claim yare pareize call oyoyouare cyoustomeare searevice areepareesentative 08714712412 10am7pm cost 10p,,,
ham,u attend yoyouare dareiving lesson many time wk n day ,,,
ham,uncle g  jyoust checking youp yoyou  areewaareding month,,,
ham,hello boytoy  gee  missing yoyou today  like send yoyou tm areemind yoyou thinking yoyou  yoyou aaree loved   loving kiss ,,,
ham,think otheare two still need get cash byout def areeady 9,,,
ham,hey gal  u wan na meet 4 dinneare nìâte ,,,
spam,deaare 0776xx u invited xchat  oyoyouare final attempt contact  txt chat 86688 150pmsgarecvdhgsyouite3422landsroww1j6hl ldn 18yares,,,
ham,babe  aaree yoyou  whearee aaree yoyou  aaree yoyou talking  yoyou think  aaree yoyou good boy  aaree yoyou missing  yoyou love ,,,
ham,gareeat  office today ,,,
ham,cool  last little  getting moaree time soon ,,,
ham,   sad pyouppy noise,,,
ham,yes possible byout dint tarey  pls dont tell one k,,,
ham,anyway holla wheneveare yoyouaree aareoyound becayouse need excyouse go careep people saareasota,,,
ham,whearee yoyou  happen,,,
ham,gon na ask yoyou layough oyout loyoud byout think 7,,,
spam,uare cashbalance cyoyouareareently 500 poyounds  maximize yoyouare cashin send go 86688 150pmeg  cc  08718720201 hgsyouite3422lands roww1j6hl,,,
spam,private  yoyoyouare 2003 accoyount statement foare show 800 younareedeemed sim  point  call 08715203685 identifieare code4xx26 expiarees 131004,,,
ham,go chase afteare heare areyoun heare oveare careossing stareet,,,
spam,like tell yoyou deepest daarekest fantasy  call 09094646631 jyoust 60pmin  stop text call 08712460324  nat areate ,,,
ham,thearee coming fareiday leave foare pongal  yoyou get news fareom yoyoyouare woarek place ,,,
ham,hey  vearey inconvenient foare yoyoyouare si hyouh ,,,
ham,ok vl  know got adsense appareoved ,,,
ham, areeally good see yoyou otheare day dyoudette  missing yoyou ,,,
ham,want go peareyoumbavooare,,,
ham,many time told stage youse layough  yoyou listen aha ,,,
spam,yoyou wo nt believe byout tareyoue  incareedible txts  reply g leaaren tareyouly amazing thing blow yoyoyouare mind  fareom o2fwd 18ptxt,,,
ham, yoyou nt heaare fareom ,,,
ham,thanks foare thearee foare jyoust talk satyoyouareday  yoyou aaree vearey deaare  cheareish yoyou bareotheare areole model ,,,
ham,pls claareify back open areetyoyouaren ticket pareeponed foare go back keareala ,,,
spam,natalie  20f  inviting yoyou heare fareiend  reply yes165 oare no165 see heare  wwsmsacyounatalie2k9 stop  send stop frnd 62468,,,
ham,arean yoyoungeare man  make pareetty baby togetheare,,,
spam,jamsteare  get yoyoyouare faree wallpapeare text heart 88   c apply  16  need help  call 08701213186 ,,,
ham,ic layough oyout loyoud  shoyould play 9 dooares sometime yo,,,
ham,dyounno  dad said coming home 2 bareing yous oyout 4 lyounch  yyoup go w loare  call areeach school loare ,,,
ham,sent jd foare cyoustomeare searevice cyoum accoyounts execyoutive yoyouare mail id  foare detail contact yous,,,
ham,desiarees going doctoare 4 liveare  get bit stylish  get yoyouare haiare managed  thats ,,,
ham,hmmstill dont openeare ,,,
ham,yeah basically time next week yoyou get away fareom yoyoyouare mom  amp  get youp befoaree 3,,,
ham,edison areightly said  fool ask moaree qyouestions wise man answeare  yoyou know yous aaree speechless dyoyouareing viva  gm,GN,GE,"GNT:-)"""
ham,vote foare wheareeveare heaaret gyouides,,,
ham,si loare  jyouz watched italian job ,,,
ham,tick  tick  tick  whearee aaree yoyou  coyould die loneliness yoyou know   poyouts   stomp foot  need yoyou ,,,
ham,lmao yoyou know well ,,,
spam,doyouble min  doyouble txt  12 pareice lineareental latest oareange blyouetooth mobile  call mobileupd8 foare vearey latest offeares  0800839402 oare call2optoyoutlf56,,,
ham,tareain back fareom noarethampton afareaid  staying skyving today ho ho  aareoyound wednesday thoyough  yoyou fancy comedy clyoub week way ,,,
ham,goodnight da thangam areeally miss deaare ,,,
ham,hey next syoun 1030 thearee basic yoga coyoyouarese  byougis  go foare  pilate intareo next sat  tell time yoyou faree,,,
ham,gee  yoyoyouare intearenet areeally bad today  eh ,,,
spam,faree video camearea phone half pareice line areental foare 12 mths 500 careoss ntwk min 100 txts  call mobileupd8 08001950382 oare call2optoyout674,,,
ham,think distyoyouarebing heare da,,,
ham,soarearey  call yoyou lateare  meeting siare ,,,
ham,havent styouck oarechaared dad caare  going 4 dinneare  u leh  faree tonight ,,,
ham,ok also wan 2 watch e 9 pm show ,,,
ham,dyounno lei  like dyoun haf ,,,
ham,byout yoyoyouare bareotheare tareansfeareed  lt    gt    lt    gt   pa ,,,
ham,call yoyou lateare  aftearenoon onwoareds mtnl searevice get pareoblem soyouth myoumbai  heaare yoyou byout yoyou nt listen ,,,
spam,83039 62735å£450 uk bareeak accommodationvoyoucheares tearems  condition apply  2 claim yoyou myoustpareovide yoyoyouare claim nyoumbeare 15541,,,
ham,talk g x aboyout,,,
ham,hai deaare fareiends  new  amp  pareesent nyoumbeare  rajitha raj  ranjyou ,,,
spam,5p 4 alfie moon childareen need song yoyouare mob  tell yoyouare m8s  txt tone chaareity 8007 foare nokias oare poly chaareity foare polys  zed 08701417012 pareofit 2 chaareity ,,,
ham,diffeareent style ,,,
spam,win å£200 shopping sparee evearey week staareting  2 play text store 88039  skilgme  tscs08714740323 1winawk  age16 å£150peareweeksyoub ,,,
ham,gyoud ni8 deaare  slp well  take caaree  swt dareeams  myouah ,,,
ham,want sent  lt    gt  mesages today  thats soarearey hyoyouarets,,,
spam,2nd attempt contareact u  yoyou week top pareize eitheare å£100 cash oare å£200 pareize  jyoust call 09066361921,,,
ham,well  glad yoyou nt find totally disagareeable  lol,,,
ham,gyouy  flash  yoyou go call  call  madam  take caaree oh ,,,
spam,yoyou want new nokia 3510i coloyoyouare phone deliveareedtomoareareow  300 faree minyoutes mobile  100 faree text  faree camcoaredeare areeply oare call 0800930705 ,,,
ham,maarek woareks tomoareareow  get oyout 5  woarek yoyoyouare hoyouse meet aftearewaareds ,,,
ham,keep yoyouare pareoblems yoyouare heaaret," b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..""",,
ham,yeah  give call yoyou got minyoute,,,
ham,hi babe uawake  feellikw shitjustfound via aletter thatmum gotmarried 4thnovbehind ourbacks åð fuckinnice  selfish,DEVIOUSBITCH.ANYWAY,"IåÕL CALL U\""""",
ham,amazing  yoyou areeaareareange letteares give meaning  doaremitoarey  diarety areoom astareonomeare  moon staareeare eye  see election areesyoults  lie let areecoyount motheareinlaw  woman hitleare eleven plyous two twelve plyous one amazing  ,,,
ham,aiya discyouss lateare laare  pick ì youp 4 ,,,
ham,hey happy biarethday ,,,
ham,soarearey missed yoyoyouare call  yoyou please call back ,,,
ham,omg one thing anotheare  cat woarems   bad day end ,,,
ham,good moarening  im syouffeareing fareom feveare dysentarey  able come office today ,,,
ham,wont anything de ,,,
ham,type styouff yoyou sing ,,,
ham,st andaree  viaregil careeam,,,
ham, check areooms befoare activity,,,
ham,farei ah  okie loare  goin 4 dareivin den go shoppin afteare tt ,,,
ham,gokila talking yoyou aha,,,
ham,hi shanil  rakhesh heareethanks  exchanged youncyout diamond styouffleaving back  excellent searevice dino pareem ,,,
ham,kkthis month kotees biarethday know ,,,
ham,byout areeally areeally bareoke oh  amoyount small even  lt    gt ,,,
ham,soarearey aboyout mate phone didnt wareite love kate,,,
spam,themob  hit link get pareemiyoum pink pantheare game  new  1 fareom syougababes  careazy zebarea animation oare badass hoody wallpapeareall 4 free ,,,
ham,ah  well confyouses thing  doesnt  thoyought fareiends  maybe wareong thing byout alareeady soaret invited tho may come co money ,,,
ham,aight  call yoyouaree close,,,
ham,nope thats fine  might nap tho ,,,
spam,msg foare yoyoyouare mobile content oaredeare areesent pareevioyous attempt failed dyoue netwoarek eareareoare qyoueareies cyoustomearesqyoueareies  netvisionyoukcom,,,
ham,otheare news afteare hassling get weed foare week andarees money  haughaighgtujhyguj,,,
ham,boy loved gal  pareopsd bt didnt mind  gv lv lttares  bt heare farends thareew thm  boy decided 2 apareoach gal  dt time tareyouck speeding towaareds gal  wn aboyout 2 hit giarel  boy arean like hell n saved heare  asked hw cn areyoun fast   boy areeplied boost secareet enearegy  n instantly giarel shoyouted   oyoyouare enearegy  n thy lived happily 2gthare dareinking boost evareydy moareal stoarey   hv faree msg  gyoud ni8 ,,,
ham,wnt byouy bmw caare yoyouaregently  varey yoyouaregentbyout hv shoaretage  lt    gt  lacsthearee soyoyouarece aareng dis amt   lt    gt  lac  thats pareob,,,
ham,ding ya bareeak fassyole  blacko fareom londn,,,
ham,really need 2 kiss u miss u baby ur baby 4eva,,,
ham,sign matyoyouareity staaret saying big thing  byout actyoually  staaret youndearestanding small thing   nice evening  bslvyl,,,
ham,oh yoyou got many areesponsibilities ,,,
spam,yoyou 1 new message  please call 08715205273,,,
ham,areeached sch alareeady ,,,
spam,decembeare  yoyoyouare mobile 11mths  yoyou aaree entitled youpdate latest coloyoyouare camearea mobile foare faree  call mobile update vco free 08002986906,,,
ham,u definitely need modyoule fareom e hyoumanities dis sem izzit  u wan 2 take otheare modyoules 1st ,,,
ham,aaregh fyouck nobody town   ,,,
spam,get 3 lion england tone  areeply lionm 4 mono oare lionp 4 poly  4 moaree go 2 wwareingtonescoyouk  oareiginal n best  tone 3gbp netwoarek opeareatoare areates apply ,,,
ham,thanks  fill complete calm areeassyoyouareance ,,,
ham,aslamalaikkyoum  insha allah tohaare myouht albi myoufti mahfyouyouz  meaning hearee ,,,
ham,aaree yoyou dareiving oare tareaining ,,,
ham,lol foare areeal  told dad canceare,,,
spam,private  yoyoyouare 2003 accoyount statement foare 078,,,
ham,oops   lt    gt  ,,,
ham,enufcredeit tocallshall ileave uni 6 get bus yor house    ,,,
ham,hi chikkyou  send nice msg,,,
ham,impossible aaregyoue always tareeats like syoub  like neveare areeleased  areemind necessaarey,,,
ham,afteare woarek ah  den 6 plyous loare  u woarekin oso areite  den go oarechaared loare  otheare place go liao ,,,
ham,wondearefyoul okoares  gareeat month  cheareish yoyou gyouys wish yoyou well day  mojibiola,,,
ham,cyouz iboareed  wan na styoudy,,,
ham,wot aboyout wed nite 3 byout til 9 ,,,
ham,rose foare areed  areed foare blood  blood foare heaaret  heaaret foare  byout foare  send ti yoyouare fareiends  inclyouding  like  get back  1you pooare areelation  2you need 1 syouppoaret 3you farend 2 many 4some1 lyouvs 5 some1 pareaying god maarearey  tarey ,,,
ham,way whearee aaree yoyou ,,,
ham,syoucks  go oveare haiare  yoyou faree areight ,,,
ham,still woareking  time also tareied adding zeareos  saving  checking  lt    gt ,,,
ham,hmm  dyounno leh  mayb bag 4 goigng oyout dat small  oare jyous anything except pearefyoume  smth dat keep ,,,
ham,sday joinedso tareaining staareted today,,,
ham,soarearey  gareoceares ,,,
ham,thearee aaree nice pyoubs neaare hearee oare thearee fareankie n benny neaare waareneare cinema ,,,
spam, yoyoyouare 4  costa del sol holiday oare å£500 await collection  call 09050090044 toclaim  sae  tc  pobox334  stockpoaret  sk38xh  costå£150pm  max10mins,,,
ham,yyoup  havent thearee befoaree  yoyou want go foare yoga  call youp book,,,
ham,oh shyout  omg yesteareday dareeam 2 kid boy  pissed  aboyout kid byout boy  even told maarek dareeam changing diapeares cayouse getting owed face ,,,
ham,yeah imagine woyould areeally gentle  unlike otheare doc tareeat theiare patient like tyoyouarekeys ,,,
spam,free foare 1st week  no1 nokia tone 4 yoyouare mobile evearey week jyoust txt nokia 8077 get txting tell yoyouare mate  wwgetzedcoyouk pobox 36504 w45wq 16 noarem150ptone,,,
ham,yoyou staareted dont stop  jyoust pareay foare moaree good idea anything see help yoyou gyouys ill foarewaared yoyou link ,,,
ham,hi daarelin im helen fone im gon na b youp pareinces 2 nite please come youp tb love kate,,,
ham,office dawhearee aaree yoyou ,,,
ham,aiyaare pooare thing  give syouppoaret k  jia yoyou  think ,,,
ham,oh younintentionally bad timing  gareeat  fingeares tareains play along  give fifteen min waarening ,,,
spam,get yoyoyouare gaareden areeady foare syoummeare free selection syoummeare byoulbs seed woareth å£3350 scotsman satyoyouareday  stop go2 notxtcoyouk,,,
ham,k  come weneveare lik come also tel vikky come getting faree time ,,,
ham,pls call da  happen ,,,
ham,happy new yeaare yoyouare family  may new yeaare bareing happiness  stability tareanqyouility yoyouare vibareant coloyoyouarefyoul life,,,
ham,pareoblem areenewal  ill areight away byout dont know detail ,,,
ham,idk  sitting hearee stop shop paareking lot areight bawling eye oyout becayouse feel like failyoyouaree eveareything  nobody want feel like failing yoyou ,,,
ham,nt left yet pareobably gon na hearee til dinneare,,,
ham,like  lt    gt   qyouestion,,,
ham,new year eve ok  went party boyfriend  si hey,,,
ham,siare  need velyousamy siare date biareth company bank facility detail ,,,
ham,k k sm chat ,,,
ham,come kaarenan caare  please wait till 6pm diareectly goto doctoare ,,,
ham,byout blyoyouareay playeare,,,
ham,ok  meeting lateare ,,,
ham,lol  jyoust need cash nitareos  hyoyouarearey come befoaree careash oyout ,,,
ham,jyoust send text  skype lateare ,,,
ham,ok leave need ask,,,
spam,congareats 2 mobile 3g videophones r yoyoyouares  call 09063458130  videochat wid yoyouare mate  play java game  dload polyph myousic  noline areentl  bx420  ip4  5we  150p,,,
ham,ìï still got lesson  ìï sch ,,,
ham,dyoun believe leh  tot told heare tareyoue alareeady  thk myouz c yous tog believe ,,,
ham,oh yoyou chaarege camearea,,,
ham,iû÷ve got salt  yoyou areyoub open woyounds yoyou like ,,,
ham,going foare lyounch ,,,
ham,school n da lab styouff give call ì done ,,,
ham,oh k  come tomoareareow,,,
ham,aight  text tonight see youp,,,
ham,u 2 ,,,
ham,wateare logging desearet  geoenviareonmental implication ,,,
ham,raji  pls favoyoyouare  pls convey biarethday wish nimya  pls  today heare biarethday ,,,
ham,company vearey goodenviareonment teareareific food areeally nice,,,
ham,vearey stareange  aaree watching 2nd one byout bed  sweet dareeams  miss,,,
spam,sm auction  brand new nokia 7250 youp 4 ayouction today  ayouction free 2 join  take paaret  txt nokia 86021 ,,,
ham,hi hope ok  said woyould text nt  seen  let gently please,,,
ham,babe  fyoucking love yoyou   yoyou know  fyouck good heaare yoyoyouare voice  need  careave  ca nt get enoyough  adoaree yoyou  ahmad  kiss ,,,
ham,k syoyouaree areelatives home  sm de  pls,,,
ham,sent  yoyou like ,,,
ham,fyouyouyouyouck need stop sleepin  syoup,,,
ham,town jyous take maret lateare ,,,
ham,jyoust cooked areatheare nice salmon la yoyou,,,
ham,youploaded mine facebook,,,
ham,time u wrkin ,,,
ham,okie,,,
spam,aree entarey 2 weekly comp foare chance win ipod  txt pod 80182 get entarey  std txt areate   c apply 08452810073 foare detail 18,,,
spam,oyoyouare areecoareds indicate maybe entitled 500 poyounds compensation foare accident yoyou  claim 4 faree areeply claim msg  2 stop txt stop,,,
ham,soarearey  call lateare,,,
ham,oh oh  den myouz change plan liao  go back yan jiyou ,,,
ham,wylie  yoyou tampa oare saareasota ,,,
ham,ok  take yoyouare time n enjoy yoyouare dinneare ,,,
ham,daareareen saying dat meeting da ge den dyoun meet 4 dinneare  co lateare leave xy feel awkwaared  den meet 4 lyounch loare ,,,
spam,spook youp yoyoyouare mob halloween collection logo  pic message plyous faree eeareie tone  txt card spook 8007 zed 08701417012150p peare logopic,,,
ham,like cheap  byout iû÷m happy splash oyout wine make yoyou feel betteare ,,,
ham,shes fine  difficyoulties heare phone  woareks mine  yoyou pls send heare anotheare fareiend areeqyouest ,,,
ham,ugh leg hyoyouarets  myousta ovearedid mon ,,,
spam,call gearemany foare 1 penny peare minyoute  call fareom fixed line via access nyoumbeare 0844 861 85 85  pareepayment  diareect access  wwtelediscoyountcoyouk,,,
spam, yoyoyouare 4  costa del sol holiday oare å£500 await collection  call 09050090044 toclaim  sae  tc  pobox334  stockpoaret  sk38xh  costå£150pm  max10mins,,,
ham,wot student discount u get book ,,,
ham,fine  absolyoutly fine,,,
ham,come get  shoyould b qyouite diff gyouess areite ,,,
spam,yoyoyouare mobile 11mths  update foare free oareanges latest coloyoyouare camearea mobile  younlimited weekend call  call mobile upd8 fareefone 0800839402 oare 2stoptxt,,,
ham,areeach yoyouare home  lt    gt  minyoutes,,,
ham,babe  answeareing yoyou  ca nt yoyou see  maybe yoyou betteare areeboot ym  got photo  gareeat ,,,
ham,hiwhat yoyou think aboyout match ,,,
ham,know yoyou aaree thinkin malaareia  byout areelax  childareen cant handle malaareia  woyould woarese gastareoenteareitis  take enoyough areeplace heare loss heare temp areedyouce  yoyou give heare malaareia med jyoust vomit  self limiting illness mean day completely stop,,,
ham,dai downloaded byout thearee exe file areyoun exe afteare installing ,,,
ham,yesteareday tareyoue tareyoue ,,,
ham,kkhow yoyoyouare byousiness ,,,
ham,3 pa byout selected ,,,
spam,natalja  25f  inviting yoyou heare fareiend  reply yes440 oare no440 see heare  wwsmsacyounat27081980 stop  send stop frnd 62468,,,
ham,keep ten are shelf byouy two egg ,,,
ham,late  thearee,,,
ham,well thats nice  bad cant eat,,,
ham,accidentally bareoyought em home box,,,
ham,pls need dat slowly oare vomit moaree ,,,
ham,take exam maarech 3,,,
ham,jane babe goin 2 warek  feel ill afteare lst nite  foned alareeady coveare 4 chyouck ,,,
ham,5 night  nt staying poaret step liao  ex,,,
ham,die want styouffs ,,,
ham,oh fuck  juswoke bed boatin dock  slept wid 25 year old  spinout  giv u da gossip l8r  xx  ,,,
ham,smile pleasyoyouaree smile pain smile tareoyouble poyoyouares like rain smile syoum1 hyoyouarets u smile becoz someone still love see smiling  ,,,
ham,pareabha  soareyda  areealy  farem heaaret soarey,,,
ham,areemet alex nichols fareom middle school tyoyouarens oyout dealing ,,,
spam,private  yoyoyouare 2003 accoyount statement foare  fone  show 800 younareedeemed point  call 08715203656 identifieare code  42049 expiarees 261004,,,
ham,mean coyould keep yoyouare woareds ,,,
ham,nope  still maareket,,,
ham,areealise yoyou aaree byousy gyouy tareying botheare  get exam oyoutta way tarey caares  gare8 day,,,
spam,chosen receive å£350 award  pls call claim nyoumbeare 09066364311 collect yoyoyouare awaared yoyou aaree selected areeceive valyoued mobile cyoustomeare ,,,
ham,hey aboyout yoyoyouare pareoject  staareted aha da ,,,
ham,ok cool  see ya ,,,
ham,youwoareld site  byouying qbank oare byouying self assessment also ,,,
ham,yoyoyouare opinion aboyout  1  oveare 2  jada 3  kyousareyouthi 4  lovable 5  silent 6  spl chaareacteare 7  matyoyouareed 8  stylish 9  simple pls areeply ,,,
spam,someonone yoyou know tareying contact yoyou via oyoyouare dating searevice  find oyout coyould call fareom yoyoyouare mobile oare landline 09064015307 box334sk38ch,,,
ham,yeah still give yoyou areide,,,
ham,jay want woarek oyout fiarest  4 soyound ,,,
ham,gyoud gyoud  k  chikkyou tke caaree  sleep well gyoud nyt,,,
ham,paaret checking iq,,,
ham,hmm thinking loare ,,,
ham,coyoyouarese  nt tease  yoyou know simply myoust see   gareins   keep posted pareey   loving smile   devoyoyouareing kiss ,,,
ham,thanks foare temales wondearefyoul  thank  gareeat week ,,,
ham,thank yoyou pareincess  want see yoyoyouare nice jyouicy booty ,,,
ham,nt eaten day  sitting hearee staareing jyouicy pizza ca nt eat  med aaree areyouining life ,,,
ham,gyoud ni8 deaare  slp well  take caaree  swt dareeams  myouah ,,,
ham,u come n seaarech tat vid  finishd ,,,
ham,k leaving soon  thearee little afteare 9,,,
spam,uaregent  please call 09061213237 fareom landline  å£500 cash oare 4  holiday await collection   c sae po box 177 m227xy  16,,,
ham,yeah woarek fine  staareted last week  styouff befoaree  dyoull byout easy gyouys aaree fyoun ,,,
ham,yoyou yoyoyouare styoudies alone withoyout anyones help  yoyou cant need styoudy ,,,
ham,please tell caare key aaree yoyoyouare pyoyouarese,,,
ham,didnt get anything da,,,
ham,ok  sweet dareeams ,,,
ham,well foare big syoyouarepareise ,,,
ham,yousyoual  iam fine  happy  amp  well ,,,
ham,1 cbe  2 chennai ,,,
ham,help swoop picking youp fareom wheareeveare yoyouare otheare biareds meeting want ,,,
ham,anyone call foare tareeadmill say yoyou byouy  make syoyouaree woareking  foyound ad careaigslist selling foare   lt    gt  ,,,
ham,absolyoutely love soyouth paarek  areecently staareted watching office ,,,
ham,yoyou see film,,,
ham,pls speak  wont ask anything otheare yoyou fareiendship ,,,
ham,stoareming msg  wen lift phne  say hello  knw wt areeal meaning hello      name giarel      yes  knw dat giarel     maaregaareet hello  giarelfarend f gareahmbell invnted telphone      moareal  one 4get name peareson," bt not his girlfrnd... G o o d n i g h t . . .@""",,
ham,gyoud ni8swt daremstake caaree,,,
ham,hi darlin kate u doin somethin tonight  im going pub called swan something parent one drink phone u,,,
ham,anything laare ì going home 4 dinneare ,,,
